shipment_id,origin,destination,distance_km,carrier,mode,order_date,expected_delivery_date,delivered_date,weather_severity,traffic_condition
SHP100582,Pune,Chennai,1130,BlueDart,Rail,2024-09-13,2024-09-17,2024-09-18,0,3
SHP100583,Hyderabad,Chennai,2017,Delhivery,Truck,2024-08-09,2024-08-10,2024-08-10,3,1
SHP100584,Ahmedabad,Delhi,782,Delhivery,Truck,2024-04-30,2024-05-03,2024-05-06,1,3
SHP100585,Bangalore,Hyderabad,1266,Delhivery,Truck,2024-06-01,2024-06-02,2024-06-04,3,1
SHP100586,Hyderabad,Chennai,2185,DHL,Truck,2024-02-26,2024-02-28,2024-03-02,1,3
SHP100587,Kolkata,Pune,1885,DHL,Air,2024-09-18,2024-09-24,2024-09-27,1,5
SHP100588,Hyderabad,Mumbai,1463,BlueDart,Air,2024-05-28,2024-05-30,2024-06-01,0,1
SHP100589,Pune,Chennai,993,EcomExpress,Air,2024-09-03,2024-09-10,2024-09-10,2,4
SHP100590,Bangalore,Mumbai,1224,DHL,Rail,2024-03-01,2024-03-02,2024-03-02,3,5
SHP100591,Bangalore,Kolkata,1404,DHL,Truck,2024-01-02,2024-01-07,2024-01-07,0,5
SHP100592,Kolkata,Ahmedabad,793,BlueDart,Rail,2024-04-11,2024-04-17,2024-04-17,3,1
SHP100593,Pune,Mumbai,277,EcomExpress,Air,2024-03-11,2024-03-18,2024-03-20,1,5
SHP100594,Hyderabad,Mumbai,1917,DHL,Truck,2024-07-04,2024-07-06,2024-07-06,0,3
SHP100595,Bangalore,Pune,830,FedEx,Rail,2024-05-29,2024-06-01,2024-06-02,0,5
SHP100596,Mumbai,Chennai,1595,Delhivery,Rail,2024-03-25,2024-04-01,2024-04-01,3,5
SHP100597,Delhi,Chennai,1511,Delhivery,Air,2024-07-13,2024-07-16,2024-07-16,2,2
SHP100598,Pune,Ahmedabad,1686,Delhivery,Air,2024-01-08,2024-01-13,2024-01-13,1,5
SHP100599,Chennai,Pune,339,BlueDart,Rail,2024-09-05,2024-09-09,2024-09-09,1,4
SHP100600,Hyderabad,Mumbai,1711,BlueDart,Rail,2024-06-02,2024-06-07,2024-06-09,2,1
SHP100601,Kolkata,Chennai,567,Delhivery,Air,2024-09-17,2024-09-19,2024-09-20,0,2
SHP100602,Pune,Delhi,1297,BlueDart,Air,2024-01-15,2024-01-19,2024-01-22,3,5
SHP100603,Ahmedabad,Bangalore,732,Delhivery,Rail,2024-04-19,2024-04-22,2024-04-23,3,4
SHP100604,Ahmedabad,Kolkata,588,EcomExpress,Truck,2024-08-07,2024-08-14,2024-08-14,0,4
SHP100605,Mumbai,Kolkata,272,BlueDart,Rail,2024-08-19,2024-08-25,2024-08-25,3,4
SHP100606,Bangalore,Hyderabad,394,DHL,Air,2024-01-18,2024-01-25,2024-01-25,3,1
SHP100607,Mumbai,Kolkata,302,Delhivery,Rail,2024-09-13,2024-09-16,2024-09-16,1,4
SHP100608,Ahmedabad,Chennai,848,BlueDart,Truck,2024-09-25,2024-09-29,2024-09-30,1,3
SHP100609,Ahmedabad,Hyderabad,1949,FedEx,Truck,2024-10-18,2024-10-24,2024-10-26,0,4
SHP100610,Pune,Kolkata,1452,DHL,Rail,2024-09-22,2024-09-29,2024-10-01,0,5
SHP100611,Delhi,Pune,1403,BlueDart,Truck,2024-04-25,2024-04-29,2024-04-29,3,2
SHP100612,Bangalore,Hyderabad,2232,EcomExpress,Truck,2024-09-04,2024-09-05,2024-09-06,3,3
SHP100613,Ahmedabad,Chennai,675,Delhivery,Air,2024-02-25,2024-03-02,2024-03-02,0,1
SHP100614,Bangalore,Hyderabad,1780,Delhivery,Truck,2024-07-12,2024-07-19,2024-07-19,0,3
SHP100615,Bangalore,Mumbai,852,Delhivery,Truck,2024-05-12,2024-05-15,2024-05-16,0,2
SHP100616,Kolkata,Pune,892,FedEx,Air,2024-09-10,2024-09-16,2024-09-18,0,4
SHP100617,Mumbai,Pune,2031,EcomExpress,Truck,2024-09-28,2024-10-04,2024-10-04,2,3
SHP100618,Kolkata,Bangalore,1845,FedEx,Air,2024-05-30,2024-06-04,2024-06-05,0,1
SHP100619,Hyderabad,Kolkata,1719,EcomExpress,Air,2024-06-20,2024-06-24,2024-06-24,1,3
SHP100620,Hyderabad,Bangalore,1679,DHL,Air,2024-01-28,2024-01-29,2024-01-29,2,4
SHP100621,Kolkata,Delhi,2392,EcomExpress,Truck,2024-02-17,2024-02-19,2024-02-19,0,3
SHP100622,Kolkata,Pune,270,DHL,Rail,2024-01-05,2024-01-12,2024-01-12,1,1
SHP100623,Mumbai,Chennai,682,Delhivery,Rail,2024-03-30,2024-04-04,2024-04-07,2,1
SHP100624,Hyderabad,Chennai,1268,FedEx,Rail,2024-06-05,2024-06-10,2024-06-10,0,2
SHP100625,Hyderabad,Chennai,1932,EcomExpress,Truck,2024-07-18,2024-07-23,2024-07-24,2,5
SHP100626,Chennai,Pune,1370,BlueDart,Rail,2024-03-19,2024-03-21,2024-03-21,1,1
SHP100627,Hyderabad,Bangalore,1898,Delhivery,Rail,2024-01-12,2024-01-15,2024-01-15,2,2
SHP100628,Kolkata,Hyderabad,792,EcomExpress,Rail,2024-09-18,2024-09-22,2024-09-23,1,5
SHP100629,Hyderabad,Kolkata,1331,Delhivery,Truck,2024-01-17,2024-01-21,2024-01-22,3,1
SHP100630,Chennai,Kolkata,1597,FedEx,Rail,2024-10-13,2024-10-19,2024-10-19,1,5
SHP100631,Ahmedabad,Pune,2007,BlueDart,Rail,2024-06-28,2024-07-01,2024-07-04,0,4
SHP100632,Delhi,Pune,1076,FedEx,Truck,2024-05-08,2024-05-10,2024-05-10,0,3
SHP100633,Pune,Delhi,225,BlueDart,Air,2024-03-07,2024-03-09,2024-03-12,0,2
SHP100634,Chennai,Hyderabad,1973,EcomExpress,Air,2024-06-23,2024-06-29,2024-06-29,3,4
SHP100635,Mumbai,Hyderabad,1661,Delhivery,Air,2024-07-26,2024-07-27,2024-07-29,0,2
SHP100636,Mumbai,Delhi,610,BlueDart,Truck,2024-05-26,2024-06-01,2024-06-01,0,4
SHP100637,Mumbai,Pune,377,BlueDart,Rail,2024-06-04,2024-06-07,2024-06-08,1,2
SHP100638,Chennai,Hyderabad,2023,EcomExpress,Air,2024-09-21,2024-09-25,2024-09-25,3,2
SHP100639,Chennai,Delhi,2124,DHL,Truck,2024-05-20,2024-05-27,2024-05-27,1,2
SHP100640,Pune,Ahmedabad,907,Delhivery,Rail,2024-07-25,2024-07-28,2024-07-28,1,3
SHP100641,Mumbai,Kolkata,2071,DHL,Rail,2024-08-23,2024-08-26,2024-08-27,0,5
SHP100642,Kolkata,Hyderabad,151,BlueDart,Rail,2024-07-01,2024-07-02,2024-07-02,3,5
SHP100643,Delhi,Chennai,1316,Delhivery,Truck,2024-10-05,2024-10-11,2024-10-13,0,5
SHP100644,Hyderabad,Mumbai,1579,BlueDart,Rail,2024-06-28,2024-06-30,2024-07-01,2,2
SHP100645,Bangalore,Delhi,787,EcomExpress,Air,2024-09-14,2024-09-21,2024-09-23,0,2
SHP100646,Bangalore,Mumbai,1020,DHL,Truck,2024-09-03,2024-09-07,2024-09-09,1,4
SHP100647,Hyderabad,Pune,734,FedEx,Truck,2024-02-29,2024-03-02,2024-03-02,0,4
SHP100648,Kolkata,Mumbai,1235,EcomExpress,Rail,2024-01-17,2024-01-18,2024-01-18,0,3
SHP100649,Mumbai,Delhi,741,DHL,Rail,2024-04-14,2024-04-15,2024-04-15,2,3
SHP100650,Delhi,Ahmedabad,1892,Delhivery,Air,2024-09-10,2024-09-11,2024-09-12,1,4
SHP100651,Hyderabad,Ahmedabad,1949,DHL,Rail,2024-09-09,2024-09-13,2024-09-13,1,4
SHP100652,Delhi,Ahmedabad,1983,Delhivery,Air,2024-10-27,2024-11-01,2024-11-04,2,4
SHP100653,Pune,Hyderabad,2378,EcomExpress,Truck,2024-01-18,2024-01-21,2024-01-21,1,3
SHP100654,Ahmedabad,Chennai,2426,FedEx,Truck,2024-02-29,2024-03-06,2024-03-09,1,4
SHP100655,Pune,Hyderabad,1885,Delhivery,Truck,2024-03-16,2024-03-20,2024-03-20,2,3
SHP100656,Kolkata,Mumbai,1132,FedEx,Rail,2024-01-05,2024-01-12,2024-01-14,2,5
SHP100657,Chennai,Delhi,1503,Delhivery,Truck,2024-04-24,2024-04-25,2024-04-27,3,3
SHP100658,Hyderabad,Ahmedabad,1503,EcomExpress,Air,2024-04-23,2024-04-29,2024-04-29,1,3
SHP100659,Delhi,Ahmedabad,2314,BlueDart,Rail,2024-08-23,2024-08-24,2024-08-24,1,5
SHP100660,Kolkata,Mumbai,1850,FedEx,Rail,2024-06-18,2024-06-21,2024-06-21,3,1
SHP100661,Chennai,Kolkata,1388,FedEx,Air,2024-04-28,2024-05-01,2024-05-03,1,1
SHP100662,Delhi,Hyderabad,703,EcomExpress,Rail,2024-03-26,2024-03-30,2024-03-30,2,5
SHP100663,Bangalore,Ahmedabad,1032,FedEx,Truck,2024-01-27,2024-01-31,2024-02-03,1,1
SHP100664,Delhi,Pune,216,Delhivery,Truck,2024-05-05,2024-05-11,2024-05-14,3,4
SHP100665,Ahmedabad,Hyderabad,2313,Delhivery,Rail,2024-06-16,2024-06-19,2024-06-19,1,5
SHP100666,Bangalore,Hyderabad,1974,DHL,Air,2024-02-29,2024-03-04,2024-03-06,3,1
SHP100667,Delhi,Ahmedabad,471,FedEx,Rail,2024-02-01,2024-02-03,2024-02-03,3,3
SHP100668,Chennai,Delhi,305,Delhivery,Air,2024-05-15,2024-05-18,2024-05-19,3,1
SHP100669,Delhi,Hyderabad,1005,FedEx,Air,2024-08-08,2024-08-12,2024-08-12,0,3
SHP100670,Kolkata,Hyderabad,1096,Delhivery,Rail,2024-01-06,2024-01-10,2024-01-10,0,3
SHP100671,Delhi,Kolkata,1861,FedEx,Air,2024-04-23,2024-04-26,2024-04-26,2,3
SHP100672,Pune,Delhi,746,BlueDart,Rail,2024-01-31,2024-02-07,2024-02-09,3,4
SHP100673,Chennai,Delhi,593,FedEx,Air,2024-01-09,2024-01-10,2024-01-12,0,1
SHP100674,Delhi,Hyderabad,1890,FedEx,Rail,2024-03-17,2024-03-21,2024-03-21,2,2
SHP100675,Hyderabad,Bangalore,1837,BlueDart,Truck,2024-09-29,2024-09-30,2024-10-03,2,1
SHP100676,Hyderabad,Bangalore,151,DHL,Air,2024-08-01,2024-08-08,2024-08-11,1,1
SHP100677,Kolkata,Pune,333,FedEx,Rail,2024-03-13,2024-03-17,2024-03-19,0,3
SHP100678,Pune,Kolkata,941,Delhivery,Air,2024-02-03,2024-02-06,2024-02-06,1,4
SHP100679,Pune,Mumbai,1994,FedEx,Air,2024-04-09,2024-04-11,2024-04-11,0,3
SHP100680,Kolkata,Delhi,1111,DHL,Air,2024-05-26,2024-05-31,2024-05-31,2,5
SHP100681,Bangalore,Ahmedabad,1873,EcomExpress,Truck,2024-10-03,2024-10-07,2024-10-07,0,3
SHP100682,Bangalore,Mumbai,2216,Delhivery,Truck,2024-08-19,2024-08-24,2024-08-26,2,4
SHP100683,Chennai,Pune,765,FedEx,Rail,2024-02-14,2024-02-17,2024-02-17,0,1
SHP100684,Kolkata,Bangalore,2095,DHL,Truck,2024-04-22,2024-04-23,2024-04-24,2,3
SHP100685,Chennai,Kolkata,1735,FedEx,Air,2024-09-30,2024-10-06,2024-10-08,3,3
SHP100686,Ahmedabad,Pune,562,FedEx,Rail,2024-03-02,2024-03-06,2024-03-08,0,1
SHP100687,Bangalore,Delhi,1295,BlueDart,Truck,2024-07-11,2024-07-13,2024-07-13,2,4
SHP100688,Delhi,Chennai,237,FedEx,Air,2024-08-20,2024-08-26,2024-08-29,2,1
SHP100689,Mumbai,Chennai,122,Delhivery,Truck,2024-02-09,2024-02-11,2024-02-11,3,4
SHP100690,Chennai,Bangalore,1908,EcomExpress,Rail,2024-08-28,2024-09-03,2024-09-04,2,2
SHP100691,Chennai,Hyderabad,1674,BlueDart,Rail,2024-08-07,2024-08-10,2024-08-13,1,2
SHP100692,Pune,Delhi,222,EcomExpress,Rail,2024-02-23,2024-02-29,2024-03-03,1,5
SHP100693,Bangalore,Mumbai,1615,BlueDart,Rail,2024-08-05,2024-08-06,2024-08-06,3,3
SHP100694,Ahmedabad,Hyderabad,1229,DHL,Truck,2024-06-10,2024-06-13,2024-06-13,1,4
SHP100695,Hyderabad,Mumbai,325,FedEx,Air,2024-03-30,2024-04-04,2024-04-05,0,1
SHP100696,Pune,Bangalore,739,Delhivery,Air,2024-03-17,2024-03-22,2024-03-22,1,4
SHP100697,Kolkata,Chennai,1721,EcomExpress,Air,2024-03-10,2024-03-13,2024-03-13,3,3
SHP100698,Mumbai,Bangalore,379,FedEx,Air,2024-03-03,2024-03-10,2024-03-10,2,1
SHP100699,Chennai,Bangalore,1006,Delhivery,Rail,2024-08-11,2024-08-15,2024-08-16,2,5
SHP100700,Kolkata,Hyderabad,713,FedEx,Air,2024-06-21,2024-06-28,2024-06-28,2,1
SHP100701,Pune,Chennai,910,FedEx,Air,2024-02-22,2024-02-28,2024-02-28,3,1
SHP100702,Bangalore,Kolkata,1960,Delhivery,Air,2024-09-10,2024-09-14,2024-09-15,2,2
SHP100703,Hyderabad,Kolkata,1923,BlueDart,Air,2024-05-24,2024-05-29,2024-06-01,0,4
SHP100704,Delhi,Bangalore,378,DHL,Truck,2024-08-23,2024-08-28,2024-08-28,2,5
SHP100705,Chennai,Delhi,318,EcomExpress,Rail,2024-03-07,2024-03-08,2024-03-08,2,2
SHP100706,Mumbai,Pune,2150,DHL,Rail,2024-10-04,2024-10-09,2024-10-12,0,5
SHP100707,Ahmedabad,Bangalore,406,FedEx,Truck,2024-08-22,2024-08-23,2024-08-23,0,4
SHP100708,Delhi,Ahmedabad,490,FedEx,Rail,2024-01-04,2024-01-06,2024-01-06,2,1
SHP100709,Chennai,Mumbai,2069,BlueDart,Truck,2024-03-21,2024-03-26,2024-03-27,3,1
SHP100710,Hyderabad,Chennai,725,FedEx,Truck,2024-06-04,2024-06-05,2024-06-07,0,3
SHP100711,Delhi,Pune,2292,DHL,Rail,2024-05-19,2024-05-25,2024-05-26,3,4
SHP100712,Hyderabad,Pune,193,Delhivery,Rail,2024-01-12,2024-01-13,2024-01-13,2,2
SHP100713,Mumbai,Bangalore,478,BlueDart,Air,2024-01-17,2024-01-19,2024-01-19,0,2
SHP100714,Kolkata,Bangalore,542,FedEx,Truck,2024-04-24,2024-04-25,2024-04-26,3,2
SHP100715,Bangalore,Pune,201,Delhivery,Truck,2024-06-11,2024-06-16,2024-06-16,1,5
SHP100716,Chennai,Mumbai,1694,FedEx,Air,2024-08-17,2024-08-24,2024-08-24,3,2
SHP100717,Pune,Mumbai,1345,BlueDart,Air,2024-09-10,2024-09-11,2024-09-11,2,5
SHP100718,Chennai,Mumbai,802,FedEx,Air,2024-02-11,2024-02-12,2024-02-12,1,4
SHP100719,Chennai,Bangalore,490,DHL,Air,2024-09-15,2024-09-18,2024-09-18,2,1
SHP100720,Hyderabad,Mumbai,1823,BlueDart,Truck,2024-09-19,2024-09-26,2024-09-26,1,4
SHP100721,Delhi,Kolkata,441,DHL,Rail,2024-09-07,2024-09-11,2024-09-13,3,5
SHP100722,Chennai,Delhi,129,BlueDart,Truck,2024-08-09,2024-08-11,2024-08-11,3,2
SHP100723,Chennai,Hyderabad,1009,Delhivery,Air,2024-10-13,2024-10-16,2024-10-18,0,3
SHP100724,Chennai,Hyderabad,123,Delhivery,Truck,2024-07-15,2024-07-19,2024-07-21,3,3
SHP100725,Mumbai,Kolkata,2097,BlueDart,Truck,2024-09-28,2024-09-30,2024-09-30,0,2
SHP100726,Delhi,Bangalore,1405,EcomExpress,Truck,2024-01-07,2024-01-11,2024-01-11,2,1
SHP100727,Hyderabad,Kolkata,524,FedEx,Truck,2024-06-10,2024-06-16,2024-06-16,1,1
SHP100728,Mumbai,Bangalore,1646,FedEx,Rail,2024-05-09,2024-05-12,2024-05-12,1,1
SHP100729,Bangalore,Kolkata,179,Delhivery,Rail,2024-05-15,2024-05-21,2024-05-21,1,1
SHP100730,Chennai,Bangalore,908,EcomExpress,Truck,2024-07-14,2024-07-16,2024-07-16,0,1
SHP100731,Ahmedabad,Hyderabad,342,Delhivery,Truck,2024-06-13,2024-06-17,2024-06-19,1,5
SHP100732,Kolkata,Mumbai,1992,EcomExpress,Truck,2024-05-23,2024-05-30,2024-06-01,0,2
SHP100733,Ahmedabad,Pune,2434,DHL,Truck,2024-03-30,2024-04-04,2024-04-05,1,5
SHP100734,Bangalore,Chennai,1114,BlueDart,Rail,2024-04-20,2024-04-25,2024-04-27,0,4
SHP100735,Pune,Chennai,2361,Delhivery,Air,2024-03-09,2024-03-11,2024-03-11,2,5
SHP100736,Kolkata,Hyderabad,2265,FedEx,Air,2024-06-07,2024-06-12,2024-06-13,1,5
SHP100737,Chennai,Ahmedabad,1847,DHL,Rail,2024-03-09,2024-03-15,2024-03-18,3,3
SHP100738,Delhi,Chennai,2419,Delhivery,Air,2024-01-08,2024-01-09,2024-01-09,1,2
SHP100739,Delhi,Hyderabad,1207,EcomExpress,Rail,2024-07-27,2024-07-29,2024-07-30,0,4
SHP100740,Chennai,Kolkata,1835,FedEx,Air,2024-06-11,2024-06-14,2024-06-14,0,2
SHP100741,Kolkata,Mumbai,277,DHL,Truck,2024-02-23,2024-02-25,2024-02-28,3,2
SHP100742,Ahmedabad,Delhi,1063,FedEx,Air,2024-08-02,2024-08-08,2024-08-08,3,1
SHP100743,Bangalore,Hyderabad,2321,EcomExpress,Truck,2024-09-14,2024-09-18,2024-09-18,0,2
SHP100744,Pune,Ahmedabad,312,EcomExpress,Truck,2024-02-16,2024-02-18,2024-02-18,2,4
SHP100745,Bangalore,Ahmedabad,1840,EcomExpress,Rail,2024-03-11,2024-03-14,2024-03-16,0,5
SHP100746,Ahmedabad,Delhi,1042,FedEx,Rail,2024-07-18,2024-07-25,2024-07-25,0,2
SHP100747,Delhi,Chennai,954,EcomExpress,Rail,2024-01-08,2024-01-11,2024-01-12,3,5
SHP100748,Pune,Ahmedabad,1314,FedEx,Rail,2024-10-07,2024-10-09,2024-10-09,0,2
SHP100749,Hyderabad,Chennai,1743,BlueDart,Truck,2024-09-27,2024-10-03,2024-10-03,3,4
SHP100750,Delhi,Hyderabad,1830,FedEx,Air,2024-02-02,2024-02-03,2024-02-04,2,5
SHP100751,Pune,Kolkata,1016,Delhivery,Air,2024-10-01,2024-10-05,2024-10-08,0,2
SHP100752,Hyderabad,Mumbai,906,Delhivery,Truck,2024-10-25,2024-10-29,2024-10-30,1,5
SHP100753,Chennai,Kolkata,1770,DHL,Truck,2024-06-11,2024-06-12,2024-06-12,0,3
SHP100754,Pune,Bangalore,1628,Delhivery,Air,2024-07-05,2024-07-12,2024-07-13,2,2
SHP100755,Bangalore,Chennai,1483,FedEx,Air,2024-02-20,2024-02-26,2024-02-26,0,5
SHP100756,Pune,Chennai,1690,FedEx,Rail,2024-07-28,2024-08-03,2024-08-03,1,1
SHP100757,Mumbai,Chennai,1985,EcomExpress,Truck,2024-09-13,2024-09-18,2024-09-21,0,4
SHP100758,Delhi,Kolkata,1027,DHL,Rail,2024-04-05,2024-04-11,2024-04-11,3,5
SHP100759,Bangalore,Hyderabad,1989,EcomExpress,Air,2024-02-29,2024-03-07,2024-03-07,1,2
SHP100760,Kolkata,Pune,1152,BlueDart,Air,2024-06-05,2024-06-06,2024-06-06,2,1
SHP100761,Pune,Bangalore,1531,DHL,Air,2024-09-05,2024-09-10,2024-09-13,2,4
SHP100762,Ahmedabad,Delhi,1586,EcomExpress,Air,2024-03-09,2024-03-16,2024-03-18,1,3
SHP100763,Kolkata,Delhi,241,EcomExpress,Rail,2024-05-21,2024-05-23,2024-05-26,1,2
SHP100764,Bangalore,Ahmedabad,318,BlueDart,Truck,2024-06-03,2024-06-09,2024-06-12,3,2
SHP100765,Delhi,Ahmedabad,2210,FedEx,Truck,2024-10-02,2024-10-03,2024-10-06,3,3
SHP100766,Ahmedabad,Bangalore,1033,Delhivery,Truck,2024-06-12,2024-06-15,2024-06-15,0,2
SHP100767,Chennai,Mumbai,379,DHL,Truck,2024-07-05,2024-07-07,2024-07-07,0,1
SHP100768,Kolkata,Pune,435,Delhivery,Rail,2024-08-11,2024-08-15,2024-08-16,1,1
SHP100769,Bangalore,Delhi,1705,BlueDart,Truck,2024-06-14,2024-06-19,2024-06-19,1,2
SHP100770,Mumbai,Pune,2019,EcomExpress,Truck,2024-07-13,2024-07-15,2024-07-15,0,3
SHP100771,Mumbai,Hyderabad,411,FedEx,Rail,2024-03-18,2024-03-20,2024-03-20,3,4
SHP100772,Kolkata,Hyderabad,1615,FedEx,Truck,2024-09-20,2024-09-23,2024-09-24,1,1
SHP100773,Pune,Chennai,2135,EcomExpress,Rail,2024-04-04,2024-04-07,2024-04-07,1,4
SHP100774,Pune,Hyderabad,1294,FedEx,Rail,2024-06-04,2024-06-05,2024-06-05,1,5
SHP100775,Pune,Ahmedabad,1168,BlueDart,Air,2024-07-25,2024-07-29,2024-07-29,0,4
SHP100776,Mumbai,Delhi,1340,Delhivery,Truck,2024-10-22,2024-10-28,2024-10-28,1,5
SHP100777,Chennai,Mumbai,1468,FedEx,Truck,2024-06-07,2024-06-08,2024-06-08,3,3
SHP100778,Pune,Mumbai,2443,FedEx,Truck,2024-06-04,2024-06-10,2024-06-11,3,4
SHP100779,Bangalore,Delhi,715,EcomExpress,Rail,2024-02-03,2024-02-04,2024-02-07,1,1
SHP100780,Kolkata,Bangalore,2369,DHL,Truck,2024-01-26,2024-02-01,2024-02-04,0,1
SHP100781,Ahmedabad,Pune,1743,DHL,Rail,2024-01-14,2024-01-16,2024-01-16,0,2
SHP100782,Ahmedabad,Kolkata,1398,EcomExpress,Rail,2024-01-15,2024-01-16,2024-01-17,2,4
SHP100783,Bangalore,Delhi,2338,BlueDart,Truck,2024-03-03,2024-03-08,2024-03-08,3,4
SHP100784,Hyderabad,Chennai,1629,DHL,Truck,2024-08-01,2024-08-08,2024-08-09,3,5
SHP100785,Pune,Delhi,375,EcomExpress,Air,2024-04-22,2024-04-25,2024-04-25,3,2
SHP100786,Bangalore,Hyderabad,913,BlueDart,Rail,2024-09-23,2024-09-28,2024-09-29,1,3
SHP100787,Mumbai,Hyderabad,2011,FedEx,Truck,2024-04-16,2024-04-23,2024-04-23,1,2
SHP100788,Hyderabad,Bangalore,1249,BlueDart,Truck,2024-09-21,2024-09-28,2024-09-30,0,5
SHP100789,Chennai,Delhi,2231,EcomExpress,Rail,2024-06-23,2024-06-26,2024-06-28,3,3
SHP100790,Chennai,Ahmedabad,379,EcomExpress,Air,2024-03-24,2024-03-30,2024-03-30,1,4
SHP100791,Ahmedabad,Bangalore,1155,FedEx,Rail,2024-03-05,2024-03-09,2024-03-09,0,5
SHP100792,Chennai,Bangalore,841,FedEx,Rail,2024-05-28,2024-06-02,2024-06-02,2,4
SHP100793,Delhi,Mumbai,2448,BlueDart,Air,2024-03-18,2024-03-25,2024-03-26,0,4
SHP100794,Hyderabad,Delhi,1598,DHL,Rail,2024-04-12,2024-04-17,2024-04-17,2,1
SHP100795,Chennai,Ahmedabad,144,DHL,Truck,2024-05-03,2024-05-09,2024-05-11,0,2
SHP100796,Hyderabad,Ahmedabad,1277,BlueDart,Truck,2024-03-29,2024-04-05,2024-04-08,0,5
SHP100797,Mumbai,Pune,613,FedEx,Air,2024-01-05,2024-01-07,2024-01-07,0,5
SHP100798,Kolkata,Ahmedabad,403,FedEx,Rail,2024-09-02,2024-09-06,2024-09-06,1,2
SHP100799,Hyderabad,Ahmedabad,156,EcomExpress,Truck,2024-03-29,2024-04-05,2024-04-05,2,4
SHP100800,Delhi,Pune,1498,FedEx,Air,2024-09-05,2024-09-06,2024-09-06,2,4
SHP100801,Ahmedabad,Chennai,1111,Delhivery,Rail,2024-07-13,2024-07-18,2024-07-20,3,2
SHP100802,Kolkata,Pune,2199,Delhivery,Air,2024-07-06,2024-07-13,2024-07-13,2,3
SHP100803,Kolkata,Bangalore,740,EcomExpress,Air,2024-04-03,2024-04-04,2024-04-07,0,3
SHP100804,Kolkata,Mumbai,1176,EcomExpress,Truck,2024-09-05,2024-09-09,2024-09-12,0,2
SHP100805,Pune,Hyderabad,1766,EcomExpress,Air,2024-04-20,2024-04-24,2024-04-24,2,1
SHP100806,Bangalore,Chennai,2438,FedEx,Rail,2024-05-05,2024-05-10,2024-05-10,3,3
SHP100807,Mumbai,Bangalore,198,FedEx,Rail,2024-10-14,2024-10-17,2024-10-20,0,1
SHP100808,Pune,Hyderabad,2406,FedEx,Truck,2024-06-23,2024-06-26,2024-06-29,3,5
SHP100809,Pune,Hyderabad,2241,FedEx,Truck,2024-01-12,2024-01-15,2024-01-15,3,4
SHP100810,Bangalore,Mumbai,1108,DHL,Rail,2024-05-28,2024-06-01,2024-06-02,1,1
SHP100811,Chennai,Pune,1987,BlueDart,Rail,2024-04-06,2024-04-07,2024-04-07,0,3
SHP100812,Chennai,Ahmedabad,2308,FedEx,Truck,2024-05-02,2024-05-06,2024-05-06,1,3
SHP100813,Kolkata,Bangalore,1507,DHL,Truck,2024-10-24,2024-10-25,2024-10-27,2,1
SHP100814,Ahmedabad,Delhi,122,BlueDart,Truck,2024-06-13,2024-06-17,2024-06-19,0,1
SHP100815,Kolkata,Bangalore,1403,BlueDart,Truck,2024-08-01,2024-08-02,2024-08-04,3,5
SHP100816,Mumbai,Ahmedabad,2029,BlueDart,Air,2024-07-28,2024-08-01,2024-08-01,2,5
SHP100817,Chennai,Hyderabad,461,BlueDart,Truck,2024-08-26,2024-08-30,2024-08-30,1,4
SHP100818,Pune,Chennai,1955,Delhivery,Rail,2024-07-03,2024-07-09,2024-07-12,2,2
SHP100819,Pune,Chennai,1439,FedEx,Rail,2024-03-04,2024-03-11,2024-03-12,2,2
SHP100820,Delhi,Ahmedabad,209,Delhivery,Rail,2024-10-26,2024-10-28,2024-10-29,1,1
SHP100821,Ahmedabad,Pune,975,EcomExpress,Air,2024-08-05,2024-08-06,2024-08-07,3,2
SHP100822,Mumbai,Hyderabad,1342,Delhivery,Truck,2024-03-10,2024-03-17,2024-03-17,3,2
SHP100823,Kolkata,Ahmedabad,1450,Delhivery,Air,2024-05-29,2024-05-31,2024-06-03,0,4
SHP100824,Delhi,Pune,1747,FedEx,Air,2024-02-22,2024-02-25,2024-02-27,2,4
SHP100825,Ahmedabad,Mumbai,213,FedEx,Air,2024-08-18,2024-08-25,2024-08-26,3,1
SHP100826,Hyderabad,Bangalore,1751,DHL,Rail,2024-01-01,2024-01-02,2024-01-03,0,1
SHP100827,Delhi,Pune,1581,Delhivery,Air,2024-01-30,2024-02-03,2024-02-03,0,2
SHP100828,Mumbai,Bangalore,1710,Delhivery,Truck,2024-02-02,2024-02-06,2024-02-07,0,1
SHP100829,Kolkata,Ahmedabad,2034,Delhivery,Air,2024-01-09,2024-01-13,2024-01-16,2,3
SHP100830,Pune,Delhi,1588,BlueDart,Rail,2024-08-17,2024-08-22,2024-08-24,1,2
SHP100831,Bangalore,Mumbai,1535,FedEx,Rail,2024-02-04,2024-02-08,2024-02-08,2,4
SHP100832,Mumbai,Delhi,351,BlueDart,Air,2024-03-01,2024-03-02,2024-03-04,2,3
SHP100833,Kolkata,Delhi,312,Delhivery,Rail,2024-09-19,2024-09-20,2024-09-22,2,5
SHP100834,Ahmedabad,Bangalore,529,FedEx,Truck,2024-07-10,2024-07-16,2024-07-16,0,2
SHP100835,Ahmedabad,Pune,367,FedEx,Truck,2024-01-27,2024-01-31,2024-02-01,3,1
SHP100836,Mumbai,Delhi,310,BlueDart,Truck,2024-03-13,2024-03-20,2024-03-20,0,4
